State,Account Length,Area Code,Phone,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
MT,94,415,407-8376,0,0,0,137.500000,118,23.380000,203.200000,88,17.270000,150.000000,131,6.750000,13.400000,2,3.620000,0,False.
OK,118,408,408-6496,0,1,23,289.500000,52,49.220000,166.600000,111,14.160000,119.100000,88,5.360000,9.500000,4,2.570000,1,False.
MD,117,415,385-7688,0,1,23,198.100000,86,33.680000,177.000000,86,15.050000,180.500000,92,8.120000,6.800000,6,1.840000,1,False.
TN,78,415,332-6934,0,0,0,149.700000,119,25.450000,182.200000,115,15.490000,261.500000,126,11.770000,9.700000,8,2.620000,0,False.
TX,208,510,378-3625,0,0,0,326.500000,67,55.510000,176.300000,113,14.990000,181.700000,102,8.180000,10.700000,6,2.890000,2,True.
ME,131,510,353-7292,1,1,26,292.900000,101,49.790000,199.700000,97,16.970000,255.300000,127,11.490000,13.800000,7,3.730000,4,True.
DC,63,408,399-6786,0,0,0,83.000000,64,14.110000,177.000000,106,15.050000,245.700000,89,11.060000,13.000000,3,3.510000,0,False.
MN,53,415,358-3261,0,1,24,145.700000,146,24.770000,220.500000,136,18.740000,249.900000,96,11.250000,13.100000,5,3.540000,3,False.
DE,62,408,377-9932,0,0,0,182.300000,101,30.990000,328.200000,93,27.900000,245.000000,131,11.030000,11.200000,1,3.020000,2,False.
MD,97,415,397-4030,0,0,0,218.000000,86,37.060000,184.000000,94,15.640000,240.500000,110,10.820000,6.400000,8,1.730000,3,False.
MI,105,510,367-1062,0,0,0,140.600000,109,23.900000,178.600000,51,15.180000,217.000000,83,9.760000,6.800000,3,1.840000,2,False.
WA,157,415,341-8467,0,0,0,152.700000,105,25.960000,257.500000,80,21.890000,198.100000,93,8.910000,9.400000,4,2.540000,1,False.
MO,66,415,339-9453,0,1,36,106.700000,76,18.140000,209.800000,77,17.830000,190.400000,117,8.570000,12.100000,2,3.270000,1,False.
IN,122,415,344-3388,0,0,0,243.800000,98,41.450000,83.900000,72,7.130000,179.800000,84,8.090000,13.700000,8,3.700000,2,False.
OR,38,415,375-8013,0,0,0,194.400000,94,33.050000,186.700000,95,15.870000,223.300000,90,10.050000,10.800000,5,2.920000,3,False.
MD,106,510,408-4142,0,0,0,213.900000,95,36.360000,151.900000,70,12.910000,260.100000,124,11.700000,12.200000,5,3.290000,3,False.
RI,99,510,386-3671,0,0,0,217.200000,112,36.920000,246.700000,89,20.970000,226.100000,89,10.170000,15.800000,7,4.270000,3,False.
LA,99,415,411-2284,0,0,0,241.100000,72,40.990000,155.600000,98,13.230000,188.200000,109,8.470000,11.600000,10,3.130000,1,False.
AZ,144,510,346-7795,1,0,0,203.500000,100,34.600000,247.600000,103,21.050000,194.300000,94,8.740000,11.900000,11,3.210000,0,False.
PA,82,415,333-5609,0,1,24,155.200000,131,26.380000,244.500000,106,20.780000,122.400000,68,5.510000,10.700000,3,2.890000,1,False.
AZ,86,408,405-1842,0,1,31,167.600000,139,28.490000,113.000000,118,9.610000,246.900000,121,11.110000,12.200000,6,3.290000,1,False.
FL,70,510,366-6345,1,0,0,226.700000,98,38.540000,228.100000,115,19.390000,73.200000,93,3.290000,17.600000,4,4.750000,2,True.
LA,93,415,337-9345,0,0,0,179.300000,93,30.480000,178.600000,98,15.180000,225.200000,131,10.130000,11.500000,6,3.110000,3,False.
FL,93,415,328-6770,0,0,0,151.400000,89,25.740000,186.400000,76,15.840000,172.500000,120,7.760000,10.900000,3,2.940000,0,False.
FL,120,415,380-7321,0,0,0,180.000000,80,30.600000,224.200000,82,19.060000,265.400000,91,11.940000,4.700000,7,1.270000,3,False.
MD,136,415,375-1476,0,0,0,250.200000,121,42.530000,267.100000,118,22.700000,151.000000,114,6.800000,13.000000,2,3.510000,1,True.
AL,106,415,356-1567,0,0,0,223.000000,121,37.910000,110.100000,98,9.360000,188.700000,107,8.490000,7.100000,12,1.920000,0,False.
WA,81,415,422-6685,0,0,0,183.600000,116,31.210000,152.600000,98,12.970000,212.200000,99,9.550000,12.200000,6,3.290000,3,False.
TN,127,408,336-1090,0,1,22,166.000000,114,28.220000,174.500000,103,14.830000,244.900000,68,11.020000,10.200000,6,2.750000,1,False.
MS,65,415,343-2095,0,0,0,136.100000,112,23.140000,272.900000,96,23.200000,220.200000,104,9.910000,4.400000,2,1.190000,1,False.
ME,35,408,345-3934,0,0,0,149.300000,113,25.380000,242.200000,122,20.590000,174.300000,104,7.840000,8.900000,6,2.400000,2,False.
OK,88,408,338-8050,0,0,0,65.400000,97,11.120000,168.200000,76,14.300000,236.000000,113,10.620000,13.800000,1,3.730000,2,False.
IN,65,415,388-9568,0,0,0,213.400000,111,36.280000,234.500000,94,19.930000,250.100000,123,11.250000,2.700000,4,0.730000,1,False.
MO,123,415,402-6591,0,0,0,206.900000,85,35.170000,244.700000,78,20.800000,221.500000,136,9.970000,7.700000,2,2.080000,3,False.
IA,126,408,403-6419,0,1,27,186.200000,78,31.650000,189.600000,83,16.120000,76.500000,139,3.440000,9.600000,3,2.590000,2,False.
VA,104,415,386-9790,0,1,23,280.200000,136,47.630000,220.500000,92,18.740000,136.900000,102,6.160000,13.300000,3,3.590000,4,False.
KY,45,415,378-5692,0,1,22,196.600000,84,33.420000,313.200000,92,26.620000,163.300000,108,7.350000,11.900000,3,3.210000,0,False.
MD,93,408,360-3324,1,0,0,312.000000,109,53.040000,129.400000,100,11.000000,217.600000,74,9.790000,10.500000,2,2.840000,0,True.
OH,63,415,410-3719,1,1,36,199.000000,110,33.830000,291.300000,111,24.760000,197.600000,92,8.890000,11.000000,6,2.970000,1,False.
OK,100,415,352-4221,0,0,0,203.100000,96,34.530000,217.000000,126,18.450000,180.900000,122,8.140000,13.500000,2,3.650000,3,False.
NV,53,415,327-6179,0,0,0,168.800000,97,28.700000,220.300000,87,18.730000,154.300000,113,6.940000,10.900000,2,2.940000,0,False.
ID,92,415,359-6196,1,0,0,173.100000,140,29.430000,240.300000,105,20.430000,233.200000,117,10.490000,9.000000,5,2.430000,1,False.
MN,139,510,374-9107,0,0,0,134.400000,106,22.850000,211.300000,98,17.960000,193.600000,125,8.710000,10.200000,2,2.750000,5,True.
SD,110,408,357-4078,0,1,40,202.600000,103,34.440000,118.800000,128,10.100000,234.900000,98,10.570000,9.000000,9,2.430000,2,False.
IL,110,408,366-5780,0,0,0,74.500000,117,12.670000,200.800000,98,17.070000,192.200000,101,8.650000,9.800000,7,2.650000,3,False.
WY,215,510,393-9619,0,0,0,83.600000,148,14.210000,120.900000,91,10.280000,226.600000,110,10.200000,10.700000,9,2.890000,0,False.
AL,73,415,355-9295,0,0,0,192.200000,86,32.670000,168.600000,116,14.330000,139.800000,87,6.290000,9.400000,6,2.540000,1,False.
NJ,138,510,400-5751,0,0,0,220.200000,89,37.430000,88.300000,125,7.510000,195.300000,79,8.790000,12.900000,5,3.480000,0,False.
NV,137,415,338-1027,1,0,0,135.100000,95,22.970000,134.100000,102,11.400000,223.100000,81,10.040000,12.300000,2,3.320000,2,True.
IN,36,415,405-8867,0,0,0,253.400000,77,43.080000,182.400000,151,15.500000,275.800000,103,12.410000,8.400000,2,2.270000,1,False.
WV,85,408,336-5616,0,0,0,225.000000,81,38.250000,176.900000,63,15.040000,194.300000,110,8.740000,7.100000,2,1.920000,3,False.
VA,108,408,335-1697,0,0,0,198.500000,99,33.750000,267.800000,60,22.760000,354.900000,75,15.970000,9.400000,3,2.540000,0,True.
SC,22,408,331-5138,0,0,0,110.300000,107,18.750000,166.500000,93,14.150000,202.300000,96,9.100000,9.500000,5,2.570000,0,False.
RI,107,415,385-8240,0,1,37,60.000000,102,10.200000,102.200000,80,8.690000,261.800000,106,11.780000,11.100000,3,3.000000,0,False.
IN,51,510,348-1359,0,0,0,214.800000,94,36.520000,149.700000,58,12.720000,283.400000,66,12.750000,10.200000,5,2.750000,0,False.
AZ,94,408,354-7339,0,0,0,181.800000,85,30.910000,202.400000,98,17.200000,245.900000,97,11.070000,9.200000,2,2.480000,4,False.
NM,119,510,349-1687,0,1,23,154.000000,114,26.180000,278.000000,137,23.630000,228.400000,112,10.280000,11.800000,4,3.190000,2,False.
OR,33,415,380-2558,0,1,29,157.400000,99,26.760000,117.900000,80,10.020000,279.200000,79,12.560000,13.900000,11,3.750000,4,True.
NJ,106,415,365-2153,0,0,0,207.900000,91,35.340000,172.000000,109,14.620000,191.800000,143,8.630000,14.400000,7,3.890000,4,False.
MS,82,408,345-6043,0,0,0,207.000000,90,35.190000,232.900000,83,19.800000,172.400000,108,7.760000,9.100000,8,2.460000,3,False.
MI,86,510,349-2808,0,1,41,119.000000,101,20.230000,230.000000,134,19.550000,236.900000,58,10.660000,9.500000,3,2.570000,0,False.
TX,97,415,411-1715,1,0,0,143.700000,117,24.430000,273.000000,82,23.210000,178.300000,81,8.020000,10.900000,3,2.940000,0,False.
FL,106,408,385-2488,0,1,32,165.900000,126,28.200000,216.500000,93,18.400000,173.100000,86,7.790000,14.100000,8,3.810000,4,False.
DC,108,510,377-7177,0,0,0,138.600000,122,23.560000,172.300000,117,14.650000,231.600000,92,10.420000,9.800000,3,2.650000,1,False.
TX,114,415,342-1099,0,0,0,84.700000,118,14.400000,249.900000,86,21.240000,193.400000,95,8.700000,14.500000,8,3.920000,1,False.
KS,92,408,386-4170,1,0,0,62.600000,111,10.640000,180.600000,126,15.350000,221.700000,80,9.980000,10.400000,2,2.810000,1,True.
UT,59,510,413-1269,0,0,0,155.200000,79,26.380000,235.300000,123,20.000000,169.400000,80,7.620000,8.700000,4,2.350000,1,False.
MN,24,510,396-4460,0,1,25,164.900000,110,28.030000,209.300000,105,17.790000,231.200000,55,10.400000,6.700000,9,1.810000,1,False.
IL,151,408,334-2730,0,0,0,134.500000,88,22.870000,143.100000,112,12.160000,223.900000,61,10.080000,15.400000,1,4.160000,1,False.
NM,117,415,340-3182,0,0,0,143.300000,103,24.360000,211.300000,108,17.960000,185.200000,96,8.330000,11.500000,3,3.110000,1,False.
SC,78,510,377-8608,0,0,0,168.300000,110,28.610000,221.200000,73,18.800000,241.000000,136,10.850000,12.500000,1,3.380000,1,False.
NC,155,408,417-3676,0,0,0,262.400000,55,44.610000,194.600000,113,16.540000,146.500000,85,6.590000,8.300000,6,2.240000,2,False.
WV,114,510,417-6774,0,1,30,206.200000,79,35.050000,260.000000,91,22.100000,291.600000,83,13.120000,11.400000,6,3.080000,1,False.
RI,114,510,411-9554,0,1,28,225.800000,94,38.390000,193.000000,117,16.410000,232.400000,100,10.460000,8.400000,9,2.270000,4,False.
NH,119,408,420-3192,0,0,0,138.300000,89,23.510000,170.500000,78,14.490000,263.900000,98,11.880000,13.500000,6,3.650000,3,False.
MO,64,510,389-1475,0,1,48,94.400000,104,16.050000,136.200000,101,11.580000,147.400000,89,6.630000,4.500000,4,1.220000,0,False.
MA,118,408,343-7734,1,0,0,160.000000,123,27.200000,175.400000,96,14.910000,184.800000,99,8.320000,9.900000,3,2.670000,2,False.
PA,101,415,410-3390,0,0,0,206.600000,105,35.120000,224.900000,117,19.120000,249.900000,100,11.250000,14.600000,3,3.940000,0,False.
OK,117,415,344-6495,0,0,0,134.700000,121,22.900000,180.000000,83,15.300000,200.900000,104,9.040000,7.700000,3,2.080000,1,False.
AL,49,415,331-6229,0,1,28,214.400000,78,36.450000,235.200000,100,19.990000,206.200000,107,9.280000,8.000000,13,2.160000,3,False.
WY,139,415,337-7501,0,0,0,192.800000,104,32.780000,234.400000,96,19.920000,203.200000,101,9.140000,13.000000,3,3.510000,3,False.
PA,92,408,339-9631,0,1,28,151.100000,90,25.690000,194.800000,79,16.560000,239.200000,114,10.760000,10.000000,3,2.700000,1,False.
WA,83,415,369-4384,0,0,0,221.400000,103,37.640000,231.800000,103,19.700000,122.500000,100,5.510000,9.800000,5,2.650000,3,False.
HI,148,510,416-3915,1,0,0,218.900000,88,37.210000,208.000000,85,17.680000,203.300000,99,9.150000,11.100000,4,3.000000,0,False.
SD,144,408,339-3049,0,1,48,189.800000,96,32.270000,123.400000,67,10.490000,214.200000,106,9.640000,6.500000,2,1.760000,2,True.
AL,131,415,361-7998,0,1,25,192.700000,85,32.760000,225.900000,105,19.200000,254.200000,59,11.440000,10.900000,6,2.940000,2,False.
VT,146,510,355-4842,1,0,0,204.400000,135,34.750000,219.100000,90,18.620000,222.700000,114,10.020000,10.500000,6,2.840000,3,False.
MT,143,415,387-6440,0,0,0,172.300000,97,29.290000,174.000000,108,14.790000,188.200000,119,8.470000,13.000000,4,3.510000,2,False.
MN,81,415,369-2625,0,0,0,198.400000,93,33.730000,210.900000,108,17.930000,193.300000,71,8.700000,10.400000,6,2.810000,2,False.
AK,48,415,389-7073,0,1,37,211.700000,115,35.990000,159.900000,84,13.590000,144.100000,80,6.480000,12.200000,1,3.290000,1,False.
MI,86,415,370-8463,0,1,28,221.600000,74,37.670000,288.400000,100,24.510000,240.300000,105,10.810000,9.000000,2,2.430000,1,False.
DE,71,415,362-7318,0,0,0,197.900000,108,33.640000,181.500000,109,15.430000,281.400000,56,12.660000,6.700000,5,1.810000,3,False.
SD,145,408,412-1194,0,1,24,147.500000,90,25.080000,175.700000,108,14.930000,252.100000,102,11.340000,15.600000,3,4.210000,2,False.
MI,137,510,355-9508,0,0,0,206.400000,122,35.090000,128.000000,102,10.880000,194.500000,84,8.750000,8.800000,5,2.380000,2,False.
KS,137,408,352-8202,0,0,0,205.900000,88,35.000000,209.300000,86,17.790000,289.900000,84,13.050000,14.500000,4,3.920000,2,False.
AL,167,510,335-5882,0,0,0,207.600000,88,35.290000,132.400000,63,11.250000,255.200000,98,11.480000,14.100000,5,3.810000,0,False.
OK,89,510,352-6976,0,0,0,303.900000,95,51.660000,260.900000,114,22.180000,312.100000,89,14.040000,5.300000,3,1.430000,1,True.
CT,199,415,393-6733,0,1,34,230.600000,121,39.200000,219.400000,99,18.650000,299.300000,94,13.470000,8.000000,2,2.160000,0,False.
NE,132,510,335-1838,0,0,0,99.500000,110,16.920000,129.100000,80,10.970000,125.100000,124,5.630000,9.700000,3,2.620000,0,False.
WI,94,510,355-6930,0,0,0,177.100000,112,30.110000,194.000000,112,16.490000,146.700000,108,6.600000,5.900000,4,1.590000,1,False.
CT,96,415,387-5860,0,1,37,172.700000,93,29.360000,120.100000,116,10.210000,216.100000,86,9.720000,10.300000,5,2.780000,5,True.
WI,96,510,343-2605,0,1,18,172.700000,86,29.360000,133.400000,113,11.340000,259.500000,70,11.680000,9.800000,3,2.650000,1,False.
IN,166,510,350-6759,0,0,0,204.200000,115,34.710000,179.900000,152,15.290000,216.800000,109,9.760000,9.500000,5,2.570000,1,False.
DC,74,415,371-1514,0,0,0,85.700000,83,14.570000,247.700000,67,21.050000,142.400000,85,6.410000,10.100000,5,2.730000,2,False.
AR,36,415,346-9317,0,0,0,157.600000,117,26.790000,184.300000,58,15.670000,240.400000,99,10.820000,11.900000,1,3.210000,0,False.
ME,113,415,398-4313,0,0,0,215.500000,129,36.640000,218.700000,117,18.590000,207.100000,91,9.320000,6.600000,9,1.780000,4,False.
MN,94,415,412-4399,0,0,0,181.500000,98,30.860000,199.900000,88,16.990000,287.700000,114,12.950000,6.600000,5,1.780000,1,False.
MD,67,415,330-1835,0,0,0,171.700000,80,29.190000,110.400000,81,9.380000,195.400000,111,8.790000,11.900000,4,3.210000,2,False.
FL,127,415,416-1676,0,0,0,266.600000,106,45.320000,264.800000,168,22.510000,207.200000,119,9.320000,5.900000,2,1.590000,1,True.
RI,121,408,329-7347,0,0,0,170.400000,108,28.970000,350.500000,68,29.790000,297.000000,87,13.370000,11.200000,3,3.020000,0,True.
IA,158,415,360-6868,0,0,0,158.000000,106,26.860000,292.500000,114,24.860000,241.100000,89,10.850000,9.100000,4,2.460000,1,False.
AZ,136,510,405-6641,0,0,0,92.000000,117,15.640000,253.600000,77,21.560000,214.100000,90,9.630000,10.300000,10,2.780000,1,False.
MO,196,415,393-2373,0,0,0,234.000000,109,39.780000,249.500000,114,21.210000,173.100000,70,7.790000,9.100000,5,2.460000,2,False.
VT,113,415,419-1714,0,0,0,272.100000,111,46.260000,268.500000,118,22.820000,213.800000,105,9.620000,8.500000,10,2.300000,1,True.
IN,122,408,336-3819,0,0,0,296.400000,99,50.390000,214.800000,89,18.260000,133.900000,107,6.030000,11.400000,3,3.080000,4,True.
RI,112,510,341-3464,0,0,0,194.400000,101,33.050000,190.300000,82,16.180000,183.400000,107,8.250000,11.400000,2,3.080000,0,False.
SD,209,415,413-5310,0,0,0,227.200000,128,38.620000,258.400000,92,21.960000,183.500000,74,8.260000,8.900000,4,2.400000,3,False.
MN,62,415,366-7912,0,0,0,248.700000,109,42.280000,220.000000,118,18.700000,265.700000,78,11.960000,13.200000,2,3.560000,1,True.
TX,110,415,399-8845,0,1,38,236.300000,102,40.170000,195.900000,112,16.650000,183.500000,82,8.260000,9.700000,6,2.620000,1,False.
VA,16,510,368-2583,0,0,0,205.600000,69,34.950000,169.500000,93,14.410000,220.100000,64,9.900000,10.900000,3,2.940000,0,False.
MA,73,408,360-6309,0,0,0,94.100000,136,16.000000,280.300000,122,23.830000,205.000000,77,9.230000,9.800000,4,2.650000,0,False.
ID,128,408,359-5890,0,0,0,125.200000,99,21.280000,205.400000,107,17.460000,254.400000,111,11.450000,18.900000,2,5.100000,0,False.
MA,39,408,332-2462,0,0,0,60.400000,158,10.270000,306.200000,120,26.030000,123.900000,46,5.580000,12.400000,3,3.350000,1,False.
GA,103,415,381-9196,0,1,28,121.000000,105,20.570000,270.400000,100,22.980000,160.500000,76,7.220000,7.700000,4,2.080000,2,False.
RI,119,415,329-3222,0,1,29,117.800000,66,20.030000,256.800000,114,21.830000,147.600000,76,6.640000,7.600000,3,2.050000,3,False.
ID,173,510,363-5819,0,1,21,232.400000,96,39.510000,211.900000,118,18.010000,273.000000,102,12.290000,5.000000,5,1.350000,3,False.
SD,128,510,413-9269,1,1,32,223.500000,81,38.000000,188.800000,74,16.050000,154.900000,101,6.970000,9.400000,2,2.540000,2,True.
MA,86,510,330-7483,0,0,0,176.300000,79,29.970000,259.200000,97,22.030000,287.400000,78,12.930000,6.200000,3,1.670000,0,False.
WY,114,415,403-7775,0,1,32,125.200000,79,21.280000,177.800000,105,15.110000,232.400000,89,10.460000,12.900000,3,3.480000,1,False.
VA,104,408,360-2479,0,0,0,138.700000,107,23.580000,256.900000,113,21.840000,234.900000,74,10.570000,10.000000,3,2.700000,0,False.
OR,148,415,394-3791,0,0,0,86.300000,134,14.670000,246.600000,92,20.960000,251.600000,91,11.320000,11.300000,4,3.050000,1,False.
VA,129,408,384-2632,0,0,0,207.000000,91,35.190000,154.900000,121,13.170000,245.100000,112,11.030000,13.400000,5,3.620000,3,False.
ME,100,510,359-8466,0,1,30,58.800000,104,10.000000,219.500000,107,18.660000,152.300000,118,6.850000,7.100000,3,1.920000,0,False.
AL,121,408,331-8909,0,1,35,68.700000,95,11.680000,209.200000,69,17.780000,197.400000,42,8.880000,11.400000,4,3.080000,1,False.
GA,143,408,359-5160,0,1,33,239.200000,109,40.660000,235.500000,112,20.020000,156.300000,95,7.030000,9.500000,4,2.570000,1,False.
IA,76,510,330-9833,0,0,0,198.300000,130,33.710000,217.100000,86,18.450000,188.400000,96,8.480000,12.500000,3,3.380000,0,False.
AZ,158,510,362-2314,0,0,0,205.200000,97,34.880000,240.600000,77,20.450000,79.700000,108,3.590000,14.400000,12,3.890000,0,False.
FL,116,510,338-8478,0,0,0,192.100000,98,32.660000,312.900000,135,26.600000,130.200000,94,5.860000,7.900000,2,2.130000,3,False.
MT,54,415,387-5453,0,0,0,272.600000,83,46.340000,248.700000,74,21.140000,197.400000,111,8.880000,9.500000,2,2.570000,1,True.
AL,86,415,380-3437,0,0,0,128.300000,121,21.810000,197.100000,93,16.750000,138.400000,152,6.230000,12.200000,5,3.290000,7,True.
DE,108,510,365-8779,0,0,0,169.600000,99,28.830000,264.100000,87,22.450000,206.300000,78,9.280000,9.300000,4,2.510000,0,False.
MT,66,510,407-2750,0,0,0,201.300000,95,34.220000,152.800000,66,12.990000,233.200000,101,10.490000,7.500000,4,2.030000,1,False.
KY,151,408,396-8265,0,1,17,214.700000,97,36.500000,138.500000,90,11.770000,169.100000,44,7.610000,8.600000,4,2.320000,1,False.
SC,99,510,397-4304,0,0,0,169.200000,70,28.760000,271.500000,77,23.080000,170.200000,104,7.660000,10.600000,2,2.860000,0,False.
WA,55,415,333-2611,0,0,0,194.100000,121,33.000000,176.600000,110,15.010000,302.800000,136,13.630000,7.000000,7,1.890000,2,False.
OR,77,510,409-8814,0,0,0,233.800000,104,39.750000,266.500000,94,22.650000,212.700000,104,9.570000,7.600000,3,2.050000,2,False.
AK,78,408,336-5406,0,0,0,225.100000,67,38.270000,199.200000,127,16.930000,175.500000,102,7.900000,14.600000,2,3.940000,0,False.
GA,89,415,343-6940,0,0,0,213.000000,63,36.210000,176.600000,71,15.010000,262.600000,126,11.820000,9.100000,1,2.460000,1,True.
MN,101,415,361-9923,0,0,0,183.900000,115,31.260000,255.900000,101,21.750000,275.000000,145,12.380000,10.800000,11,2.920000,1,False.
IL,44,415,350-6639,0,1,34,221.800000,105,37.710000,161.700000,85,13.740000,227.700000,62,10.250000,14.000000,7,3.780000,0,False.
IN,98,408,376-4300,0,1,21,64.600000,98,10.980000,176.100000,86,14.970000,244.800000,84,11.020000,0.000000,0,0.000000,2,False.
SC,64,510,349-6567,0,1,37,154.600000,92,26.280000,83.400000,103,7.090000,165.900000,99,7.470000,13.300000,3,3.590000,1,False.
VA,141,415,333-7749,0,0,0,260.200000,131,44.230000,179.200000,120,15.230000,135.000000,119,6.080000,7.200000,8,1.940000,3,False.
WI,81,415,408-6089,0,1,33,161.600000,117,27.470000,123.000000,90,10.460000,261.300000,101,11.760000,12.200000,5,3.290000,1,False.
VT,162,510,375-2165,0,0,0,220.600000,117,37.500000,155.200000,121,13.190000,186.700000,89,8.400000,10.500000,11,2.840000,1,False.
AZ,83,415,400-6999,0,1,41,155.900000,122,26.500000,162.300000,107,13.800000,127.600000,105,5.740000,13.100000,5,3.540000,3,False.
FL,100,510,420-7823,0,0,0,107.000000,63,18.190000,105.700000,67,8.980000,243.100000,74,10.940000,12.800000,3,3.460000,4,True.
